sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,num_cases
West Virginia,2020-09-17,-7.0,-2.0,56.0,2.0,-24.0,4.0,11.717788775139539
West Virginia,2020-09-18,-11.0,-5.0,61.0,4.0,-23.0,5.0,12.475060838839035
West Virginia,2020-09-19,-6.0,3.0,139.0,12.0,-9.0,0.0,11.072114699774707
West Virginia,2020-09-20,-1.0,6.0,127.0,21.0,-10.0,0.0,11.12791369394204
West Virginia,2020-09-21,-6.0,0.0,56.0,2.0,-25.0,5.0,11.088057269536804
West Virginia,2020-09-22,-4.0,2.0,55.0,-2.0,-25.0,4.0,11.51053536823231
West Virginia,2020-09-23,-8.0,-2.0,45.0,-2.0,-23.0,5.0,10.657607885960248
West Virginia,2020-09-24,-9.0,-1.0,43.0,-2.0,-23.0,5.0,10.538038612744538
West Virginia,2020-09-25,-11.0,-3.0,51.0,-2.0,-22.0,6.0,10.490210903458255
West Virginia,2020-09-26,-10.0,2.0,118.0,7.0,-8.0,0.0,10.840947438224337
West Virginia,2020-09-27,-4.0,5.0,117.0,11.0,-9.0,0.0,10.92066028703481
West Virginia,2020-09-28,-9.0,-1.0,41.0,-4.0,-22.0,6.0,11.36705224037346
West Virginia,2020-09-29,-9.0,-1.0,16.0,-6.0,-24.0,6.0,11.255454252038795
West Virginia,2020-09-30,-6.0,0.0,43.0,0.0,-23.0,4.0,11.59821950192383
West Virginia,2020-10-01,-3.0,6.0,45.0,1.0,-21.0,3.0,11.287339391562984
West Virginia,2020-10-02,-8.0,1.0,44.0,0.0,-20.0,4.0,11.56633436239964
West Virginia,2020-10-03,-7.0,6.0,116.0,7.0,-8.0,-1.0,11.151827548585182
West Virginia,2020-10-04,-3.0,7.0,95.0,10.0,-11.0,0.0,10.864861292867477
West Virginia,2020-10-05,-8.0,2.0,32.0,-1.0,-24.0,5.0,10.32281392095626
West Virginia,2020-10-06,-5.0,5.0,51.0,-1.0,-23.0,3.0,10.466297048815113
West Virginia,2020-10-07,-8.0,-1.0,54.0,-2.0,-22.0,4.0,10.992401850964237
West Virginia,2020-10-08,-8.0,3.0,57.0,4.0,-21.0,4.0,11.040229560250518
West Virginia,2020-10-09,-11.0,-2.0,67.0,5.0,-21.0,5.0,11.996783745976195
West Virginia,2020-10-10,-11.0,4.0,120.0,6.0,-9.0,1.0,12.363462850504373
West Virginia,2020-10-11,-9.0,2.0,68.0,13.0,-11.0,2.0,12.857682513129307
West Virginia,2020-10-12,-12.0,-2.0,41.0,1.0,-29.0,8.0,13.240304187419575
West Virginia,2020-10-13,-8.0,2.0,51.0,0.0,-22.0,4.0,13.973662396475929
West Virginia,2020-10-14,-8.0,0.0,54.0,2.0,-21.0,5.0,14.58745133231657
West Virginia,2020-10-15,-8.0,1.0,49.0,4.0,-21.0,5.0,15.3845798204213
West Virginia,2020-10-16,-12.0,-4.0,37.0,0.0,-20.0,6.0,17.194061488419038
West Virginia,2020-10-17,-9.0,1.0,127.0,7.0,-8.0,1.0,17.40131489532627
West Virginia,2020-10-18,-6.0,3.0,108.0,15.0,-9.0,1.0,18.198443383431
West Virginia,2020-10-19,-12.0,-3.0,26.0,0.0,-22.0,7.0,18.844117458795832
West Virginia,2020-10-20,-9.0,0.0,41.0,-1.0,-22.0,5.0,18.51729477867289
West Virginia,2020-10-21,-8.0,-2.0,53.0,1.0,-21.0,5.0,18.270184947360423
West Virginia,2020-10-22,-8.0,0.0,58.0,1.0,-20.0,5.0,19.15499756915668
West Virginia,2020-10-23,-11.0,-4.0,60.0,0.0,-20.0,5.0,17.146233779132753
West Virginia,2020-10-24,-12.0,0.0,88.0,-2.0,-8.0,2.0,18.318012656646708
West Virginia,2020-10-25,-10.0,-1.0,53.0,9.0,-11.0,2.0,17.736108860330255
West Virginia,2020-10-26,-11.0,-3.0,22.0,-2.0,-22.0,6.0,18.923830307606305
West Virginia,2020-10-27,-8.0,0.0,34.0,-1.0,-22.0,5.0,21.737693870616003
West Virginia,2020-10-28,-9.0,-4.0,31.0,5.0,-21.0,5.0,23.23629542825289
West Virginia,2020-10-29,-13.0,-7.0,-1.0,-1.0,-22.0,7.0,23.77037151528307
West Virginia,2020-10-30,-10.0,-3.0,21.0,3.0,-20.0,6.0,25.50014033447033
West Virginia,2020-10-31,-10.0,5.0,92.0,4.0,-7.0,1.0,26.687861781746378
West Virginia,2020-11-01,-9.0,0.0,37.0,7.0,-11.0,2.0,28.712568141532397
West Virginia,2020-11-02,-11.0,-3.0,7.0,-5.0,-23.0,7.0,28.848079984510196
West Virginia,2020-11-03,0.0,7.0,30.0,-3.0,-31.0,5.0,27.803841665093003
West Virginia,2020-11-04,-12.0,-5.0,21.0,-7.0,-21.0,6.0,27.93935350807081
West Virginia,2020-11-05,-11.0,-1.0,22.0,-7.0,-20.0,6.0,29.541581769161315
West Virginia,2020-11-06,-14.0,-7.0,26.0,-7.0,-19.0,7.0,29.573466908685504
West Virginia,2020-11-07,-10.0,0.0,84.0,-3.0,-5.0,2.0,28.959677972844858
West Virginia,2020-11-08,-6.0,4.0,85.0,3.0,-8.0,1.0,33.84607560492686
West Virginia,2020-11-09,-11.0,-2.0,25.0,-8.0,-21.0,6.0,34.66711794767473
West Virginia,2020-11-10,-6.0,2.0,33.0,-6.0,-22.0,5.0,36.516456040077706
West Virginia,2020-11-11,-12.0,-9.0,-12.0,-13.0,-35.0,10.0,41.665906073234275
West Virginia,2020-11-12,-13.0,-3.0,5.0,-7.0,-21.0,7.0,43.14059377622803
West Virginia,2020-11-13,-16.0,-7.0,11.0,-12.0,-20.0,8.0,45.43632382196965
West Virginia,2020-11-14,-13.0,-3.0,48.0,-10.0,-7.0,3.0,52.62642278467431
West Virginia,2020-11-15,-15.0,-3.0,18.0,-7.0,-12.0,4.0,52.33148524407557
West Virginia,2020-11-16,-13.0,-2.0,6.0,-10.0,-23.0,7.0,55.288831934944106
West Virginia,2020-11-17,-13.0,-1.0,1.0,-10.0,-24.0,7.0,57.943269800332864
West Virginia,2020-11-18,-13.0,-5.0,2.0,-9.0,-23.0,7.0,58.046896503786485
West Virginia,2020-11-19,-14.0,-2.0,11.0,-9.0,-23.0,7.0,61.673831124663
West Virginia,2020-11-20,-16.0,-7.0,15.0,-6.0,-21.0,8.0,64.4876946876727
West Virginia,2020-11-21,-15.0,-2.0,38.0,4.0,-7.0,4.0,63.96956117040463
West Virginia,2020-11-22,-12.0,0.0,46.0,-1.0,-10.0,3.0,63.81810675766473
West Virginia,2020-11-23,-14.0,-3.0,21.0,-11.0,-32.0,9.0,63.08474854860838
West Virginia,2020-11-24,-6.0,7.0,28.0,-2.0,-33.0,7.0,64.17681457731186
West Virginia,2020-11-25,1.0,22.0,25.0,1.0,-36.0,7.0,64.27246999588442
West Virginia,2020-11-26,-79.0,-36.0,10.0,-51.0,-75.0,18.0,65.11742619327545
West Virginia,2020-11-27,-24.0,-18.0,17.0,-33.0,-52.0,15.0,63.53911178682807
West Virginia,2020-11-28,-20.0,-9.0,44.0,-3.0,-12.0,5.0,60.35059783440915
West Virginia,2020-11-29,-14.0,-3.0,38.0,23.0,-13.0,4.0,64.73480451898517
West Virginia,2020-11-30,-15.0,-4.0,-12.0,-10.0,-28.0,10.0,66.85516629734376
West Virginia,2020-12-01,-20.0,-6.0,-12.0,-16.0,-31.0,10.0,67.22981668675298
West Virginia,2020-12-02,-15.0,-7.0,-7.0,-11.0,-26.0,9.0,69.70888628475869
West Virginia,2020-12-03,-11.0,0.0,-3.0,-11.0,-24.0,8.0,69.66902986035345
West Virginia,2020-12-04,-18.0,-8.0,-12.0,-18.0,-23.0,10.0,71.92490348168984
West Virginia,2020-12-05,-14.0,-3.0,19.0,-13.0,-6.0,4.0,77.44103261937458
West Virginia,2020-12-06,-13.0,-1.0,15.0,-15.0,-10.0,4.0,78.78020847939051
West Virginia,2020-12-07,-16.0,-5.0,-11.0,-16.0,-26.0,9.0,81.12376623441844
West Virginia,2020-12-08,-14.0,-3.0,-7.0,-12.0,-25.0,8.0,80.26286746726531
West Virginia,2020-12-09,-13.0,-5.0,-3.0,-13.0,-24.0,8.0,82.77382220479522
West Virginia,2020-12-10,-14.0,-4.0,-2.0,-12.0,-24.0,8.0,83.06875974539398
West Virginia,2020-12-11,-17.0,-8.0,8.0,-17.0,-23.0,9.0,81.17956522858577
Wisconsin,2020-02-15,7.0,6.0,22.0,3.0,3.0,-1.0,0.0
Wisconsin,2020-02-16,12.0,6.0,34.0,-1.0,2.0,-2.0,0.0
Wisconsin,2020-02-17,-6.0,-2.0,-1.0,-7.0,-5.0,3.0,0.0
Wisconsin,2020-02-18,-1.0,0.0,17.0,3.0,0.0,0.0,0.0
Wisconsin,2020-02-19,-1.0,0.0,0.0,0.0,2.0,0.0,0.0
Wisconsin,2020-02-20,0.0,-1.0,-2.0,0.0,2.0,0.0,0.0
Wisconsin,2020-02-21,2.0,0.0,9.0,4.0,2.0,1.0,0.0
Wisconsin,2020-02-22,11.0,9.0,50.0,9.0,5.0,-2.0,0.0
Wisconsin,2020-02-23,15.0,10.0,65.0,8.0,5.0,-2.0,0.0
Wisconsin,2020-02-24,2.0,5.0,9.0,-1.0,3.0,0.0,0.0
Wisconsin,2020-02-25,0.0,-1.0,8.0,0.0,2.0,0.0,0.0
Wisconsin,2020-02-26,4.0,1.0,6.0,1.0,2.0,0.0,0.0
Wisconsin,2020-02-27,5.0,1.0,5.0,4.0,2.0,0.0,0.0
Wisconsin,2020-02-28,5.0,0.0,7.0,8.0,2.0,0.0,0.0
Wisconsin,2020-02-29,14.0,9.0,28.0,10.0,5.0,-2.0,0.0
Wisconsin,2020-03-01,19.0,12.0,90.0,11.0,5.0,-3.0,0.0
Wisconsin,2020-03-02,5.0,5.0,19.0,0.0,4.0,0.0,0.0
Wisconsin,2020-03-03,7.0,5.0,16.0,4.0,0.0,0.0,0.002453563970963739
Wisconsin,2020-03-04,8.0,5.0,26.0,5.0,2.0,-1.0,0.002453563970963739
Wisconsin,2020-03-05,4.0,2.0,7.0,4.0,2.0,0.0,0.002453563970963739
Wisconsin,2020-03-06,5.0,2.0,15.0,8.0,3.0,0.0,0.002453563970963739
Wisconsin,2020-03-07,14.0,11.0,52.0,15.0,6.0,-2.0,0.002453563970963739
Wisconsin,2020-03-08,18.0,13.0,133.0,15.0,4.0,-2.0,0.002453563970963739
Wisconsin,2020-03-09,0.0,1.0,-1.0,-4.0,2.0,1.0,0.002453563970963739
Wisconsin,2020-03-10,6.0,6.0,38.0,4.0,1.0,0.0,0.004907127941927478
Wisconsin,2020-03-11,5.0,7.0,15.0,3.0,1.0,0.0,0.009814255883854955
Wisconsin,2020-03-12,6.0,19.0,11.0,2.0,1.0,1.0,0.017174947796746172
Wisconsin,2020-03-13,2.0,25.0,13.0,2.0,0.0,2.0,0.01962851176770991
Wisconsin,2020-03-14,-5.0,23.0,2.0,-2.0,2.0,3.0,0.0441641514773473
Wisconsin,2020-03-15,-5.0,13.0,47.0,-7.0,-1.0,2.0,0.06379266324505721
Wisconsin,2020-03-16,-10.0,19.0,7.0,-16.0,-13.0,6.0,0.12758532649011442
Wisconsin,2020-03-17,-20.0,14.0,58.0,-11.0,-21.0,9.0,0.2085529375319178
Wisconsin,2020-03-18,-34.0,3.0,-5.0,-21.0,-28.0,14.0,0.24780996106733766
Wisconsin,2020-03-19,-39.0,-3.0,-16.0,-27.0,-31.0,16.0,0.3606739037316696
Wisconsin,2020-03-20,-40.0,3.0,-6.0,-28.0,-32.0,18.0,0.4833521022798565
Wisconsin,2020-03-21,-48.0,-4.0,23.0,-28.0,-20.0,12.0,0.6428337603924996
Wisconsin,2020-03-22,-50.0,-21.0,26.0,-39.0,-27.0,10.0,0.8685616457211636
Wisconsin,2020-03-23,-36.0,-4.0,25.0,-34.0,-36.0,16.0,0.8906437214598372
Wisconsin,2020-03-24,-47.0,-16.0,43.0,-35.0,-41.0,19.0,0.9053651052856196
Wisconsin,2020-03-25,-52.0,-25.0,43.0,-37.0,-44.0,20.0,1.175257142091631
Wisconsin,2020-03-26,-51.0,-24.0,15.0,-39.0,-44.0,21.0,1.3543673119719841
Wisconsin,2020-03-27,-51.0,-23.0,33.0,-39.0,-43.0,23.0,1.560466685532938
Wisconsin,2020-03-28,-58.0,-26.0,-26.0,-46.0,-31.0,16.0,1.7371232914423271
Wisconsin,2020-03-29,-55.0,-30.0,-12.0,-50.0,-34.0,13.0,1.4917668943459532
Wisconsin,2020-03-30,-45.0,-21.0,52.0,-37.0,-43.0,18.0,1.9751189966258096
Wisconsin,2020-03-31,-47.0,-20.0,20.0,-34.0,-45.0,20.0,2.1934861900415825
Wisconsin,2020-04-01,-43.0,-15.0,74.0,-30.0,-45.0,19.0,2.367689231980008
Wisconsin,2020-04-02,-44.0,-16.0,91.0,-31.0,-45.0,20.0,2.509995942295905
Wisconsin,2020-04-03,-46.0,-17.0,43.0,-34.0,-45.0,23.0,2.6351277048150554
Wisconsin,2020-04-04,-51.0,-14.0,50.0,-35.0,-30.0,14.0,2.7553523393922785
Wisconsin,2020-04-05,-47.0,-18.0,124.0,-40.0,-33.0,10.0,3.1356547548916582
Wisconsin,2020-04-06,-45.0,-18.0,49.0,-35.0,-44.0,19.0,2.9908944806047977
Wisconsin,2020-04-07,-42.0,-15.0,111.0,-23.0,-46.0,19.0,3.010522992372508
Wisconsin,2020-04-08,-47.0,-18.0,31.0,-37.0,-46.0,20.0,2.9589981489822685
Wisconsin,2020-04-09,-46.0,-14.0,14.0,-37.0,-47.0,21.0,2.8338663864631184
Wisconsin,2020-04-10,-46.0,-12.0,36.0,-38.0,-52.0,25.0,2.8265056945502267
Wisconsin,2020-04-11,-47.0,-2.0,67.0,-34.0,-33.0,13.0,2.7210024437987865
Wisconsin,2020-04-12,-70.0,-43.0,-1.0,-50.0,-43.0,12.0,2.6351277048150554
Wisconsin,2020-04-13,-47.0,-23.0,-3.0,-42.0,-45.0,20.0,2.4241212033121737
Wisconsin,2020-04-14,-46.0,-19.0,3.0,-36.0,-45.0,21.0,2.3971319996315734
Wisconsin,2020-04-15,-39.0,-12.0,18.0,-33.0,-44.0,20.0,2.367689231980008
Wisconsin,2020-04-16,-40.0,-13.0,38.0,-33.0,-44.0,20.0,2.429028331254101
Wisconsin,2020-04-17,-43.0,-17.0,32.0,-34.0,-44.0,22.0,2.3971319996315734
Wisconsin,2020-04-18,-42.0,-10.0,85.0,-27.0,-27.0,12.0,2.3995855636025367
Wisconsin,2020-04-19,-39.0,-16.0,112.0,-36.0,-30.0,9.0,2.4658317908185574
Wisconsin,2020-04-20,-38.0,-18.0,50.0,-33.0,-43.0,18.0,2.627767012902164
Wisconsin,2020-04-21,-39.0,-14.0,52.0,-31.0,-44.0,19.0,2.6130456290763817
Wisconsin,2020-04-22,-39.0,-14.0,47.0,-32.0,-44.0,19.0,2.7578059033632423
Wisconsin,2020-04-23,-41.0,-15.0,30.0,-34.0,-44.0,20.0,2.8878447938243212
Wisconsin,2020-04-24,-42.0,-16.0,58.0,-31.0,-43.0,21.0,3.2166223659334614
Wisconsin,2020-04-25,-43.0,-9.0,78.0,-29.0,-27.0,11.0,3.650903188794044
Wisconsin,2020-04-26,-33.0,-9.0,183.0,-29.0,-29.0,7.0,3.8398276145582515
Wisconsin,2020-04-27,-36.0,-13.0,40.0,-34.0,-42.0,18.0,3.8815382020646343
Wisconsin,2020-04-28,-37.0,-11.0,31.0,-31.0,-43.0,13.0,4.09499826753848
Wisconsin,2020-04-29,-39.0,-13.0,1.0,-34.0,-44.0,20.0,4.109719651364261
Wisconsin,2020-04-30,-32.0,-5.0,94.0,-25.0,-42.0,18.0,4.4213222756766575
Wisconsin,2020-05-01,-34.0,-4.0,106.0,-20.0,-42.0,18.0,4.804078255147001
Wisconsin,2020-05-02,-34.0,4.0,193.0,-12.0,-25.0,8.0,4.840881714711457
Wisconsin,2020-05-03,-27.0,-1.0,208.0,-22.0,-25.0,5.0,5.0371668323885554
Wisconsin,2020-05-04,-29.0,-5.0,67.0,-27.0,-40.0,15.0,5.2874303574268575
Wisconsin,2020-05-05,-30.0,0.0,58.0,-25.0,-41.0,17.0,5.586765161884433
Wisconsin,2020-05-06,-29.0,0.0,131.0,-21.0,-41.0,16.0,5.841935814864661
Wisconsin,2020-05-07,-30.0,-1.0,113.0,-23.0,-41.0,17.0,5.792864535445387
Wisconsin,2020-05-08,-35.0,-2.0,53.0,-24.0,-40.0,19.0,5.584311597913469
Wisconsin,2020-05-09,-32.0,15.0,114.0,-14.0,-22.0,8.0,5.591672289826361
Wisconsin,2020-05-10,-35.0,-2.0,9.0,-34.0,-25.0,7.0,5.532786754523232
Wisconsin,2020-05-11,-31.0,-6.0,73.0,-26.0,-39.0,15.0,5.353676584642878
Wisconsin,2020-05-12,-29.0,-2.0,132.0,-18.0,-39.0,15.0,5.0175383206208455
Wisconsin,2020-05-13,-27.0,-3.0,103.0,-20.0,-39.0,16.0,4.9095815058984416
Wisconsin,2020-05-14,-28.0,-5.0,74.0,-24.0,-39.0,17.0,5.054341780185302
Wisconsin,2020-05-15,-26.0,-3.0,177.0,-16.0,-39.0,15.0,5.140216519169033
Wisconsin,2020-05-16,-27.0,4.0,164.0,-13.0,-18.0,7.0,5.5156118067264845
Wisconsin,2020-05-17,-36.0,-15.0,-10.0,-39.0,-23.0,9.0,5.702082668519728
Wisconsin,2020-05-18,-24.0,-5.0,27.0,-29.0,-37.0,15.0,5.567136650116724
Wisconsin,2020-05-19,-23.0,-2.0,78.0,-23.0,-37.0,15.0,5.579404469971542
Wisconsin,2020-05-20,-14.0,4.0,187.0,-11.0,-37.0,13.0,6.205063282567296
Wisconsin,2020-05-21,-14.0,6.0,177.0,-11.0,-37.0,13.0,6.403801964215359
Wisconsin,2020-05-22,-19.0,3.0,181.0,-10.0,-39.0,13.0,6.651611925282697
Wisconsin,2020-05-23,-22.0,7.0,172.0,-12.0,-17.0,6.0,6.6000870818924575
Wisconsin,2020-05-24,-6.0,11.0,353.0,-9.0,-19.0,1.0,6.708043896614862
Wisconsin,2020-05-25,-15.0,1.0,270.0,-26.0,-76.0,19.0,7.107974823881952
Wisconsin,2020-05-26,-13.0,3.0,149.0,-13.0,-35.0,12.0,7.3067135055300145
Wisconsin,2020-05-27,-10.0,5.0,159.0,-11.0,-34.0,12.0,7.436752395991093
Wisconsin,2020-05-28,-16.0,0.0,69.0,-19.0,-34.0,14.0,7.579059106306988
Wisconsin,2020-05-29,-16.0,2.0,158.0,-7.0,-32.0,13.0,8.123750307860941
Wisconsin,2020-05-30,-15.0,11.0,214.0,6.0,-3.0,4.0,8.226799994641416
Wisconsin,2020-05-31,-5.0,8.0,268.0,-4.0,-6.0,1.0,7.669840973232647
Wisconsin,2020-06-01,-9.0,6.0,116.0,-12.0,-31.0,11.0,7.260095790081702
Wisconsin,2020-06-02,-10.0,6.0,180.0,-11.0,-33.0,11.0,7.493184367323258
Wisconsin,2020-06-03,-5.0,10.0,185.0,-7.0,-32.0,10.0,7.208570946691466
Wisconsin,2020-06-04,-6.0,10.0,198.0,-6.0,-31.0,10.0,7.15949966727219
Wisconsin,2020-06-05,-11.0,6.0,189.0,-6.0,-31.0,11.0,6.236959614189824
Wisconsin,2020-06-06,-11.0,14.0,278.0,9.0,-3.0,2.0,5.7437932560261125
Wisconsin,2020-06-07,0.0,9.0,281.0,0.0,-7.0,0.0,5.967067577383813
Wisconsin,2020-06-08,-4.0,8.0,208.0,-9.0,-30.0,9.0,6.1216421075545275
Wisconsin,2020-06-09,-12.0,2.0,104.0,-14.0,-32.0,12.0,5.8664714545743
Wisconsin,2020-06-10,-8.0,3.0,94.0,-13.0,-31.0,12.0,5.380665788323479
Wisconsin,2020-06-11,-3.0,9.0,212.0,-5.0,-31.0,9.0,4.990549116940245
Wisconsin,2020-06-12,-8.0,7.0,216.0,-1.0,-31.0,9.0,17.049816034227018
Wisconsin,2020-06-13,-8.0,14.0,271.0,10.0,-2.0,1.0,17.10870156953015
Wisconsin,2020-06-14,2.0,11.0,312.0,4.0,-4.0,-1.0,17.167587104833277
Wisconsin,2020-06-15,-2.0,8.0,208.0,-7.0,-30.0,8.0,17.150412157036534
Wisconsin,2020-06-16,-3.0,9.0,249.0,-5.0,-31.0,9.0,17.35160440265556
Wisconsin,2020-06-17,-1.0,10.0,259.0,-4.0,-31.0,8.0,17.447293397523147
Wisconsin,2020-06-18,-2.0,10.0,249.0,-4.0,-31.0,8.0,17.866852836557946
Wisconsin,2020-06-19,-7.0,8.0,229.0,-1.0,-32.0,8.0,5.770782459706714
Wisconsin,2020-06-20,-10.0,15.0,159.0,0.0,-4.0,3.0,6.146177747264166
Wisconsin,2020-06-21,1.0,15.0,330.0,6.0,-2.0,-3.0,6.190341898741512
Wisconsin,2020-06-22,-7.0,1.0,108.0,-14.0,-33.0,10.0,6.3301950450864455
Wisconsin,2020-06-23,-5.0,6.0,198.0,-7.0,-32.0,10.0,6.239413178160786
Wisconsin,2020-06-24,-2.0,7.0,210.0,-6.0,-31.0,9.0,6.671240437050406
Wisconsin,2020-06-25,-1.0,10.0,278.0,-1.0,-31.0,8.0,6.808640019424376
Wisconsin,2020-06-26,-11.0,3.0,148.0,-7.0,-32.0,11.0,7.456380907758803
Wisconsin,2020-06-27,-8.0,16.0,328.0,14.0,-3.0,0.0,7.652666025435902
Wisconsin,2020-06-28,3.0,11.0,341.0,6.0,-2.0,-1.0,8.136018127715758
Wisconsin,2020-06-29,-5.0,4.0,138.0,-13.0,-32.0,10.0,8.342117501276713
Wisconsin,2020-06-30,2.0,12.0,240.0,-3.0,-32.0,9.0,9.181236379346313
Wisconsin,2020-07-01,7.0,17.0,258.0,1.0,-33.0,8.0,9.392242880849194
Wisconsin,2020-07-02,11.0,26.0,300.0,5.0,-37.0,7.0,9.56153879484569
Wisconsin,2020-07-03,0.0,22.0,350.0,-1.0,-58.0,13.0,9.706299069132552
Wisconsin,2020-07-04,-29.0,9.0,355.0,0.0,-24.0,1.0,10.282886602309027
Wisconsin,2020-07-05,-5.0,4.0,299.0,6.0,-11.0,-1.0,10.383482725118544
Wisconsin,2020-07-06,0.0,10.0,212.0,-4.0,-36.0,9.0,10.773599396501778
Wisconsin,2020-07-07,-5.0,7.0,187.0,-8.0,-34.0,10.0,10.57240715088275
Wisconsin,2020-07-08,-1.0,10.0,233.0,-6.0,-33.0,9.0,10.832484931804908
Wisconsin,2020-07-09,-6.0,6.0,147.0,-9.0,-33.0,11.0,11.36490831350404
Wisconsin,2020-07-10,-7.0,7.0,238.0,-1.0,-32.0,9.0,12.02246345772232
Wisconsin,2020-07-11,-10.0,13.0,294.0,10.0,-3.0,1.0,12.567154659276268
Wisconsin,2020-07-12,3.0,11.0,355.0,8.0,-4.0,-1.0,13.256606135117083
Wisconsin,2020-07-13,-1.0,8.0,242.0,-6.0,-32.0,8.0,13.305677414536355
Wisconsin,2020-07-14,-4.0,6.0,205.0,-7.0,-33.0,10.0,14.274835183067033
Wisconsin,2020-07-15,-5.0,6.0,132.0,-12.0,-32.0,10.0,14.723837389753394
Wisconsin,2020-07-16,-1.0,11.0,268.0,-4.0,-32.0,8.0,15.062429217746393
Wisconsin,2020-07-17,-9.0,7.0,251.0,0.0,-32.0,9.0,15.17283959643976
Wisconsin,2020-07-18,-13.0,11.0,255.0,6.0,-5.0,2.0,15.29061066704602
Wisconsin,2020-07-19,0.0,10.0,326.0,5.0,-6.0,-1.0,15.39611391779746
Wisconsin,2020-07-20,-3.0,7.0,235.0,-7.0,-32.0,8.0,15.97270145097394
Wisconsin,2020-07-21,-5.0,6.0,199.0,-8.0,-33.0,10.0,16.54928898415042
Wisconsin,2020-07-22,-2.0,9.0,245.0,-5.0,-31.0,8.0,16.32110753485079
Wisconsin,2020-07-23,-2.0,9.0,249.0,-3.0,-31.0,8.0,16.65479223490186
Wisconsin,2020-07-24,-9.0,7.0,250.0,0.0,-32.0,9.0,16.949219911417508
Wisconsin,2020-07-25,-11.0,12.0,296.0,9.0,-5.0,1.0,16.799552509188718
Wisconsin,2020-07-26,-4.0,6.0,230.0,1.0,-8.0,1.0,17.05717672613991
Wisconsin,2020-07-27,-2.0,8.0,231.0,-8.0,-32.0,8.0,16.716131334175948
Wisconsin,2020-07-28,-5.0,6.0,234.0,-8.0,-32.0,9.0,15.732252181819494
Wisconsin,2020-07-29,-2.0,9.0,259.0,-7.0,-32.0,8.0,16.213150720128382
Wisconsin,2020-07-30,-2.0,9.0,254.0,-3.0,-32.0,8.0,16.220511412041276
Wisconsin,2020-07-31,-7.0,8.0,258.0,1.0,-32.0,8.0,15.680727338429255
Wisconsin,2020-08-01,-11.0,12.0,305.0,10.0,-4.0,0.0,16.080658265696346
Wisconsin,2020-08-02,-4.0,6.0,218.0,1.0,-8.0,0.0,16.00459778259647
Wisconsin,2020-08-03,-2.0,9.0,181.0,-9.0,-32.0,8.0,15.528606372229502
Wisconsin,2020-08-04,-4.0,8.0,237.0,-8.0,-32.0,8.0,15.548234883997214
Wisconsin,2020-08-05,-2.0,8.0,244.0,-7.0,-32.0,8.0,15.587491907532632
Wisconsin,2020-08-06,-3.0,9.0,254.0,-5.0,-32.0,8.0,15.06733634568832
Wisconsin,2020-08-07,-9.0,5.0,252.0,-2.0,-32.0,8.0,15.60466685532938
Wisconsin,2020-08-08,-12.0,11.0,270.0,5.0,-5.0,1.0,15.65128457077769
Wisconsin,2020-08-09,-3.0,7.0,265.0,0.0,-7.0,0.0,14.868597664040255
Wisconsin,2020-08-10,-10.0,2.0,138.0,-17.0,-33.0,9.0,15.155664648643016
Wisconsin,2020-08-11,-3.0,8.0,259.0,-8.0,-33.0,8.0,15.150757520701088
Wisconsin,2020-08-12,-3.0,7.0,241.0,-9.0,-32.0,8.0,14.144796292605955
Wisconsin,2020-08-13,-4.0,7.0,237.0,-6.0,-32.0,8.0,14.345988538224981
Wisconsin,2020-08-14,-10.0,4.0,240.0,-4.0,-32.0,8.0,14.345988538224981
Wisconsin,2020-08-15,-12.0,10.0,263.0,5.0,-5.0,1.0,13.60501221899393
Wisconsin,2020-08-16,-1.0,8.0,337.0,5.0,-6.0,-2.0,13.825832976380667
Wisconsin,2020-08-17,-5.0,5.0,199.0,-11.0,-32.0,7.0,13.698247649890554
Wisconsin,2020-08-18,-7.0,4.0,222.0,-10.0,-31.0,8.0,13.634454986645494
Wisconsin,2020-08-19,-4.0,5.0,226.0,-8.0,-31.0,7.0,14.058921553622225
Wisconsin,2020-08-20,-4.0,6.0,225.0,-8.0,-31.0,7.0,13.55594093957466
Wisconsin,2020-08-21,-9.0,3.0,232.0,-4.0,-31.0,8.0,13.023517557875525
Wisconsin,2020-08-22,-11.0,9.0,268.0,4.0,-3.0,0.0,13.261513263059008
Wisconsin,2020-08-23,-2.0,8.0,285.0,1.0,-5.0,-2.0,12.751171957098553
Wisconsin,2020-08-24,-7.0,4.0,165.0,-13.0,-31.0,7.0,12.635854450463256
Wisconsin,2020-08-25,-9.0,1.0,159.0,-14.0,-32.0,9.0,12.518083379856995
Wisconsin,2020-08-26,-6.0,4.0,182.0,-10.0,-30.0,8.0,12.633400886492293
Wisconsin,2020-08-27,-7.0,3.0,171.0,-11.0,-30.0,8.0,13.021063993904562
Wisconsin,2020-08-28,-12.0,-1.0,145.0,-11.0,-31.0,9.0,13.033331813759382
Wisconsin,2020-08-29,-9.0,10.0,286.0,4.0,-2.0,0.0,12.800243236517826
Wisconsin,2020-08-30,1.0,7.0,295.0,3.0,-4.0,-2.0,13.040692505672274
Wisconsin,2020-08-31,-5.0,3.0,123.0,-14.0,-31.0,8.0,12.633400886492293
